	ResponseID	OrganismID	MatrixID	In_on	Temperature	Initial Value	Lag	Maximum Rate	Final Value
34	19574	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.040242899357082626	12.390824813138769	0.05323434626956603	5.924284339884976
35	19575	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.057700090659273916	59.058271450741806	0.07694947166202942	6.127640478560974
36	19576	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.07147825385654133	50.40008582709115	0.07214005309092474	6.187775950872236
37	19577	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.014582491643989276	64.64120756107545	0.08120428870988158	6.0726549063240025
38	19578	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.10285185460063168	71.04007401659462	0.07636420299739813	5.619761051310934
39	19579	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.15963886004468283	74.11614287906971	0.07887295546724653	5.7284363523026025
40	19580	lm	seafood	seafood salad with mayonnaise - fish part	12.0	0.05249866954503539	68.39162771883701	0.07407021145018869	5.511211252023295
41	19488	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.07674721639361944	105.40855229571208	0.025435281405068087	19.16596017078212
42	19489	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.050896565245299924	110.71685195243258	0.02557938617884347	19.21700182140156
43	19490	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.10150921728597535	99.17441703029428	0.025309235572840306	19.239721326811807
44	19491	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.11986852383968397	121.22077109968353	0.026942201960570872	19.462905286022277
45	19492	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.14485918781982524	114.65780631423065	0.027405377188592348	15.003029225168511
46	19493	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.08436767787644986	127.12145458688236	0.02651484162489653	19.4320633834827
47	19494	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.02420287057501946	40.42728218846088	0.02631188883542679	19.345745969777965
48	19495	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.033977354014000136	46.84581403195166	0.026393758653356844	19.24865147016252
49	19496	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.014462304867606633	35.450364329517576	0.02635246343338287	19.28322208212013
50	19497	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.02760445357916206	14.675557614938372	0.023949313802871484	19.27299778046355
51	19498	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.0023451290484008294	11.955330059149004	0.024290321711706704	19.37005185553002
52	19499	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.05268099412612074	16.73909059693422	0.023621153492582165	19.32237356496421
53	19500	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.22508552669719314	78.39619101657328	0.024695327556933818	16.17843928346589
54	19501	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.3305163200112564	93.49190656068964	0.025112362365563568	20.330392714562173
55	19526	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.12796080937424462	62.714933045215325	0.024280905328784966	19.47795656569216
56	19527	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.049940879272753036	97.36997536297548	0.04126413863671333	19.397424376997037
57	19528	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.11981539588728272	93.56706937007064	0.0402228021577618	16.979489451054352
58	19529	lm	seafood	seafood salad with mayonnaise - fish part	8.0	-0.015001648231681215	100.92507219678204	0.042360004491421646	16.692370452792943
59	19530	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.09044052997504815	104.31022699827945	0.04302102876494647	19.944754260074
60	19531	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.05337354649895154	105.96582826749439	0.04393123325521382	19.442751735732045
61	19532	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.13160478961565256	102.27622072702913	0.04209678288489067	19.53367621903642
62	19533	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.20398333898383586	70.73951887160744	0.04233898170005299	19.54187203689427
63	19534	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.30319279283786366	79.38975538770208	0.04285840267972461	19.64703873959474
64	19535	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.11552237946746279	63.84299038265742	0.04200208113081258	14.901441425858733
65	19536	lm	seafood	seafood salad with mayonnaise - fish part	8.0	-0.04559864172569928	35.62195896026615	0.04107087329693305	19.3591390234364
66	19537	lm	seafood	seafood salad with mayonnaise - fish part	8.0	-0.014948924351279364	39.99407000460846	0.041744512669505386	19.53924293602975
67	19538	lm	seafood	seafood salad with mayonnaise - fish part	8.0	-0.07399260199856535	31.825681924093278	0.040504742859276084	15.640405740094906
68	19539	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.014342915388063733	80.8163831508107	0.044019254524132044	5.887690121354556
69	19540	lm	seafood	seafood salad with mayonnaise - fish part	8.0	0.04250801640336104	89.14906189896762	0.04494022494851457	5.844906368170271
70	19541	lm	seafood	seafood salad with mayonnaise - fish part	8.0	-0.018290068117889545	71.59253000630908	0.04300934114625755	5.961275194281222
71	19581	lm	seafood	seafood salad with mayonnaise - fish part	12.0	5.878331821703781e-13	23.581704304157963	0.2129828630475311	4.896802680701436
72	19582	lm	seafood	seafood salad with mayonnaise - fish part	12.0	1.2559322311785843e-11	11.02738414760532	0.15129713582278534	5.229053866245397
73	19502	lm	seafood	seafood salad with mayonnaise - fish part	4.0	-0.08981634627613364	65.63101189447771	0.08231812993810324	9.091584618506248
74	19503	lm	seafood	seafood salad with mayonnaise - fish part	4.0	0.016338927495857167	45.41813470043671	0.0727054050842968	19.30842817885514
75	19542	lm	seafood	seafood salad with mayonnaise - fish part	8.0	4.690190914284106e-13	45.606022030371015	0.2195795088396751	5.669578209606384
76	19543	lm	seafood	seafood salad with mayonnaise - fish part	8.0	4.924546221984089e-10	42.48451633930658	0.209114193987025	6.1839776750652415
77	31974	cj	poultry	chicken mince	4.0	-0.39999999974065775	209405.76428959955	0.00010001550122094638	0.23259063227603
78	31975	ta	poultry	chicken mince	4.0	0.17499999987901219	314.9545857054467	0.49508074810692826	9.627130504970934
79	31976	ent	poultry	chicken mince	4.0	0.0490108896614715	46.62382646611519	0.052491879682324175	4.101491475426235
80	31977	ec	poultry	chicken mince	4.0	-0.17999999997772503	23339.257430025365	0.001094811695295002	0.06674128870001855
81	31978	cj	poultry	chicken mince	4.0	-0.28000000000059044	6378.071419357497	0.005500713012708278	0.04942628989936615
82	31979	ta	poultry	chicken mince	4.0	-0.05455254529847649	22.559052419142155	0.058923745821473916	4.09227562124623
83	31980	ent	poultry	chicken mince	4.0	0.07142548046323631	24.886296043453157	0.037442487554075254	3.7173437708497925
84	31981	ec	poultry	chicken mince	4.0	-0.16000000001989712	200863.69070092204	0.00013237247150154973	3.592295604554736
85	20072	psy	beef	minced beef	8.0	-0.1949499510922221	14.712769357872274	0.14734687325394533	6.506841026007625
86	20142	psy	beef	minced beef	11.0	-0.05742212440188255	7.253701316015554	0.24900877761666645	6.483505070181343
87	20073	bt	beef	minced beef	8.0	-0.20232418700932384	29.82728779390064	0.07554219864040454	4.976072129875571
88	20143	bt	beef	minced beef	11.0	-0.17553126448272444	12.026763685155485	0.162751447687422	4.806831013922
89	20074	ent	beef	minced beef	8.0	0.3119192798756016	103.99818295657693	0.06217573932807587	5.320917147197208
90	20144	ent	beef	minced beef	11.0	-0.11274956921675243	9.738353228935667	0.17353529944854396	5.310758589076514
91	20075	lab	beef	minced beef	8.0	0.005386543226937455	3.083022728683309	0.0682715463969624	3.144308639456455
92	20145	lab	beef	minced beef	11.0	-0.08854723056479741	0.007274777535599579	0.1374612481421511	3.7869909623316635
93	20076	ps	beef	minced beef	8.0	-0.12737164015394764	12.907059053032905	0.1534558522977814	6.762510002924813
94	20146	ps	beef	minced beef	11.0	-0.14517696591622686	6.730551970717605	0.2694553135790344	6.69925326677233
95	41593	sa	beef	beef steak	7.0	-0.004292254509662193	17.934831811209925	0.03864058380885656	1.079393827511463
96	41594	sa	beef	beef steak	7.0	-1.0400000006876209	192076.20768690694	0.00010488589245575574	0.6333713966315109
97	41595	sa	beef	beef steak	7.0	-0.49999999656174954	154962.3096059971	0.00011582250388734994	0.5756152879715205
98	41596	sa	beef	beef steak	7.0	-0.6599999938641943	150048.60970576355	0.00016429019953047817	0.7300889086484321
99	41597	sa	beef	beef steak	7.0	-1.7399999974693732	199941.01822651553	0.00010005542834914251	0.8591930029407637
100	41598	sa	beef	beef steak	7.0	-1.0799999998356706	356115.0765431007	0.00010000471700544189	2.8877337638946634
101	41599	sa	beef	beef steak	7.0	-1.640000000003589	200288.7541564629	0.00010075396044828693	0.8589994649860409
102	41600	sa	beef	beef steak	7.0	-0.7600000000008373	205110.36511104397	0.0001055707345598704	0.7332047223144609
103	41601	sa	beef	beef steak	7.0	-0.7599999999999774	2427.217786959457	0.0210069114050623	0.265208546162927
104	43773	ec	poultry	chicken breast	4.0	-0.0975000000013693	231.50915098874827	0.3804833606455056	0.11000000000014443
105	43774	lm	poultry	chicken breast	4.0	-0.025000000011294328	236.34531056889824	0.33489205676968303	1.0100000000000207
106	43775	ss	poultry	chicken breast	4.0	-0.12166666649323314	211775.20008969825	0.00010000265301447832	0.04662888221027252
107	43776	ec	poultry	chicken breast	4.0	-0.2932915931863352	162.15910427596185	0.026380923014208243	0.7753449292983847
108	43777	lm	poultry	chicken breast	4.0	0.23048302550783845	0.05285074426719362	0.018921209414676402	2.465642961983754
109	43778	ss	poultry	chicken breast	4.0	-0.015000000094043568	236.01834340816	0.30364597894617057	0.8500000000067301
110	43779	ec	poultry	chicken breast	4.0	-0.1871018132751465	132.33697774063134	0.05713067130180254	0.2147920589046514
111	43780	lm	poultry	chicken breast	4.0	-0.12999999915579966	229.0234752234089	0.30610304084068113	2.0599999996855103
112	43781	ss	poultry	chicken breast	4.0	-0.07215229141086092	210.18739922847533	0.034133200522964695	0.5354714280497096
113	43782	ec	poultry	chicken breast	4.0	-0.24378120688628738	144.2054791506948	0.060987140771099464	0.473416560865479
114	43783	lm	poultry	chicken breast	4.0	-0.0038163521145010014	190.41659505616278	0.044455625283961644	2.1326568571604057
115	43784	ss	poultry	chicken breast	4.0	-0.08250000016193774	239.11301569174535	0.2697532058356248	0.33000000012990555
116	43785	ec	poultry	chicken breast	4.0	-0.4420000345247622	343.5709516915292	0.12199932724064526	-0.22229176830330216
117	43786	lm	poultry	chicken breast	4.0	-0.1275086024598586	199.45841705504066	0.29032131953416107	0.8200095966032811
118	43787	ss	poultry	chicken breast	4.0	-0.25000000002777467	238.81727331156412	0.3032589818262284	0.1500000000069156
119	43788	ec	poultry	chicken breast	4.0	-0.7099941021090559	141.61718310816576	0.35767155909240494	-0.41669260759736987
120	43789	lm	poultry	chicken breast	4.0	-0.26765922386191815	194.23930289308038	0.23925693693851693	0.4999996739856199
121	43790	ss	poultry	chicken breast	4.0	0.009528728866989416	168.9820993172795	0.023023050788700827	0.4169487982239288
122	43791	ec	poultry	chicken breast	4.0	-0.037960113829567516	138.92439719376617	0.01927755329340347	1.0567085737316833
123	43792	lm	poultry	chicken breast	4.0	0.07313445168889321	0.05335471871076494	0.018742484716693642	1.6486186797403262
124	43793	ss	poultry	chicken breast	4.0	-0.025999999967803236	331.5198309327089	0.470930282205808	19.126529232564046
125	43794	ec	poultry	chicken breast	4.0	-0.9999999980419377	353156.0076217784	0.0001000057942768493	0.39897713362251264
126	43795	lm	poultry	chicken breast	4.0	-0.06761051731833173	78.30001822961317	0.022948412646953503	1.4161234539551968
127	43796	ss	poultry	chicken breast	4.0	0.1899999999663903	237.55351923209864	0.29977783879991565	0.6200000000242888
128	43797	ec	poultry	chicken breast	4.0	-0.6366666661987106	264585.82770373847	0.00010013780669882218	0.5723112276703501
129	43798	lm	poultry	chicken breast	4.0	-0.0723119099189554	159.9780199002029	0.02898499835353081	0.920648646916346
130	43799	ss	poultry	chicken breast	4.0	-6.0061222338616464e-06	0.7493490977195268	0.9013834050605846	0.042001185516784216
131	43800	ec	poultry	chicken breast	4.0	-0.306666666409422	210069.4797992729	0.00010000000002173858	0.47129858253480916
132	43801	lm	poultry	chicken breast	4.0	0.1649759539423512	198.57057586745998	0.26696221253865476	0.9250131156064204
133	43802	ss	poultry	chicken breast	4.0	-0.1549999999576926	5380.814433830591	0.007768405336597292	1.8122475218379923
134	43803	ec	poultry	chicken breast	4.0	-0.415999987943895	341.6126122967899	0.1651993245064911	0.020124810642476565
135	43804	lm	poultry	chicken breast	4.0	-0.2025000000672517	232.13270375313218	0.3322002447979803	0.990000000099494
136	43805	ss	poultry	chicken breast	4.0	-0.11833333336619686	2286.1832582721418	0.019716279727272475	0.11046176111038677
137	43806	ec	poultry	chicken breast	4.0	-0.08039224417422865	183.41503085102138	0.021876936994517995	0.7321745225107885
138	43807	lm	poultry	chicken breast	4.0	0.2042682172545873	0.05453000686555464	0.01833852694105706	2.3654316843313623
139	43808	ss	poultry	chicken breast	4.0	-0.09269846814599596	293.841027875381	0.05409352798589775	12.151423419667738
140	43809	ec	poultry	chicken breast	4.0	-0.5749999865810601	242.39169831988832	0.26480776697335606	-0.4299999975121794
141	43810	lm	poultry	chicken breast	4.0	-0.08750000006088235	238.88442599168917	0.28457708411486116	0.6000000001019153
142	43811	ss	poultry	chicken breast	4.0	-0.08652670363153514	96.76210706674524	0.038224007910069975	0.5519857179881608
143	43812	ec	poultry	chicken breast	4.0	-0.477499997254243	228.49709674583653	0.3465470033592968	-0.11999998182446292
144	43813	lm	poultry	chicken breast	4.0	-0.06180161672868435	219.98393051860631	0.032043721779139674	0.5375828810014462
145	43814	ss	poultry	chicken breast	4.0	-0.07636836582897595	160.42457139315866	0.012504637967374178	0.5062990340177737
146	43815	ec	poultry	chicken breast	4.0	-0.21166666665271278	218692.14735503847	0.00010003336905219392	-0.20168019343332338
147	43816	lm	poultry	chicken breast	4.0	-0.21250000100831073	244.41667455484438	0.22846057862378752	0.09000000033261091
148	43817	ss	poultry	chicken breast	4.0	-0.08999999999329936	161.48033755728082	0.5935959860353768	0.10499999740392824
149	43818	ec	poultry	chicken breast	4.0	-0.2566073367642526	143.35233066352637	0.28227362454462984	-0.21673016038777204
150	43819	lm	poultry	chicken breast	4.0	-0.27399999967090477	340.7762183839267	0.19340746146211235	0.9075767729842861
151	43820	ss	poultry	chicken breast	4.0	-0.23000000004716098	240.0996926622491	0.28814825629934177	0.1600000000225879
152	43821	ec	poultry	chicken breast	4.0	-0.023630831825814616	120.31427005654844	0.01680286714442382	1.0832790851296998
153	43822	lm	poultry	chicken breast	4.0	0.08509755191959296	0.05188307210176548	0.019274109251637587	1.692579544112865
154	43823	ss	poultry	chicken breast	4.0	0.023999999998841604	332.57240511802434	0.6004398476574088	19.502130182287807
155	43824	ec	poultry	chicken breast	4.0	-0.9166666272700601	534373.4657867985	0.00010000721338337708	-0.5047383125018784
156	43825	lm	poultry	chicken breast	4.0	0.11559540485680092	173.6116487085341	0.05135728448729051	1.380044110168896
157	43826	ss	poultry	chicken breast	4.0	0.0707849372437087	297.16035390954585	0.012437864239562528	15.066856710923975
158	43827	ec	poultry	chicken breast	4.0	-0.8266668107777042	291738.77896206826	0.0001257645837547412	-0.8256367632926984
159	43828	lm	poultry	chicken breast	4.0	-0.14496670606830087	120.26460648320868	0.0291695744235149	0.9912430186774825
160	43829	ss	poultry	chicken breast	4.0	-0.06833333239761336	141142.73475068872	0.00011862430622615967	-0.0670201112272469
161	43830	ec	poultry	chicken breast	4.0	-0.22166666627725043	298451.1252847566	0.0001000939969133263	0.4487287233495494
162	43831	lm	poultry	chicken breast	4.0	-0.2000000000385928	230.59935488346161	0.35142564118989306	0.9899999998810929
163	43832	ss	poultry	chicken breast	4.0	-0.20166666647565593	219583.20750668962	0.00010000000157324046	0.05886118695644685
164	43833	ec	poultry	chicken breast	4.0	-0.05999999983814331	339.6500134590523	0.20046074142379416	2.4934673865233212
165	43834	lm	poultry	chicken breast	4.0	-0.13499999916484592	248.86584931065678	0.2557569477382114	0.060000000286618504
166	43835	ss	poultry	chicken breast	4.0	-0.2749999940548928	240.35213348956773	0.27735811642021224	-0.15000000135855146
167	43836	ec	poultry	chicken breast	4.0	-0.05736227374533296	180.84152430571254	0.028346473462255575	0.9096495893894633
168	43837	lm	poultry	chicken breast	4.0	0.2812221818810625	0.059382106202402314	0.01684008978380671	2.236650238883872
169	43838	ss	poultry	chicken breast	4.0	-0.029999999434393538	248.68941403120408	0.25201857519163295	0.8700000008788149
170	43839	ec	poultry	chicken breast	4.0	-0.19999995773737964	342.6081330266807	0.13853972315350038	0.007753485588483683
171	43840	lm	poultry	chicken breast	4.0	-0.019999998066523778	246.12555283662104	0.2515523276347618	0.04000000049307024
172	43841	ss	poultry	chicken breast	4.0	-0.19500000001670117	248.7716261341381	0.26808147724642656	0.020000000019430975
173	43842	ec	poultry	chicken breast	4.0	-0.30999999996302935	116.81468534236582	0.4353816037598179	-0.02666666447737759
174	43843	lm	poultry	chicken breast	4.0	-0.08498678099771377	110.97921344346759	0.13126623593725362	0.04342467113603153
175	43844	ss	poultry	chicken breast	4.0	-0.435000000006196	233.29183851755107	0.35322242311097785	-0.0500000000000424
176	43845	ec	poultry	chicken breast	4.0	-0.051666665621714805	249187.87954981986	0.00010001977299299153	-0.050666661247716266
177	43846	lm	poultry	chicken breast	4.0	-0.18599963975981146	344.5633040944061	0.10704926072087968	-0.1272347636460555
178	43847	ss	poultry	chicken breast	4.0	-0.07600000013969481	340.8118062107861	0.19087799875818098	0.6728221662674838
179	43848	ec	poultry	chicken breast	4.0	0.036658960478919235	140.90621371678347	0.4358586570885555	0.386666869261122
180	43849	lm	poultry	chicken breast	4.0	-0.17799984575403865	343.7849868313916	0.11896036465847216	-0.026109565252127376
181	43850	ss	poultry	chicken breast	4.0	-0.18833333333461558	201967.32810223493	0.00010650052523965826	-0.18618257550733264
182	43851	ec	poultry	chicken breast	4.0	-0.07128344219134275	81.48901321957855	0.015538430824283253	0.9562109569299467
183	43852	lm	poultry	chicken breast	4.0	0.11767977087271432	0.06338521084842223	0.015776550817056912	1.7870249724725775
184	43853	ss	poultry	chicken breast	4.0	-0.015000000094043568	236.01834340816	0.30364597894617057	0.8500000000067301
185	43854	ec	poultry	chicken breast	4.0	-0.5000000004379338	260347.5039515957	0.0001000659591881202	0.3169970403143946
186	43855	lm	poultry	chicken breast	4.0	0.2754941820023414	181.4985901353094	0.03625889953502787	1.3307424918892183
187	43856	ss	poultry	chicken breast	4.0	3.1740787480891694e-08	0.2676086252519479	0.9052228297381805	0.1499999846301293
188	43857	ec	poultry	chicken breast	4.0	-0.5616666666665843	2356.587208129516	0.02036420031949948	-0.5569505294816367
189	43858	lm	poultry	chicken breast	4.0	0.01999877833656707	231.89838173879176	0.17403876534342777	0.6400000186604237
190	43859	ss	poultry	chicken breast	4.0	-0.45800008431401573	339.4026016381743	0.13872907974200957	1.5732541382622898
191	43860	ec	poultry	chicken breast	4.0	-1.0649999999999995	295201.792407957	0.0001191512513695999	0.4876678808710946
192	43861	lm	poultry	chicken breast	4.0	-0.19249999985862326	242.00855892982761	0.25250532203367704	-0.09999999978125784
193	43862	ss	poultry	chicken breast	4.0	-0.4939994748091393	351.97223879259906	0.1093388069451537	-0.1869330510403146
194	23989	ta	seafood	sparus aurata	0.0	-0.02300624954627951	27.042443840854897	0.05270672220768782	5.295485458832135
195	23994	sp	seafood	sparus aurata	3.0	-0.08937848778310815	1.242723603645794	0.07016944970498347	4.49872345817951
196	23953	sp_yeast	seafood	dichentrachus labrax	15.0	-0.048601110503795564	9.261530579700128	0.1956439135931261	3.107418796251018
197	23917	lab	seafood	dichentrachus labrax	0.0	-0.1948562210765791	151.62084522427688	0.03149100309690997	1.0241679790831872
198	23918	lab	seafood	dichentrachus labrax	0.0	-0.020144315547025737	137.8571663889796	0.04777776680050455	2.1294085040620816
199	23929	lab	seafood	dichentrachus labrax	5.0	-0.10333908249970215	18.469084264962213	0.08544790242204967	4.804226582834648
200	23930	lab	seafood	dichentrachus labrax	5.0	-0.020144315547025737	137.8571663889796	0.04777776680050455	2.1294085040620816
201	23941	lab	seafood	dichentrachus labrax	10.0	0.22986801901905504	19.887827828556624	0.2419967060566458	2.9118123419889974
202	23942	lab	seafood	dichentrachus labrax	10.0	0.009986655293890052	4.374312996428484	0.16204432557099702	2.965563463312297
203	23954	lab	seafood	dichentrachus labrax	15.0	0.07619216641006844	16.52209882980349	0.2709787313226	3.4409867113944355
204	23955	lab	seafood	dichentrachus labrax	15.0	0.19944525898001586	15.469590351922328	0.2601624618041943	3.567650538820238
205	23919	ent	seafood	dichentrachus labrax	0.0	-0.08036233868551777	79.11575951227455	0.03474606750750054	2.5483737199115954
206	23999	sp	seafood	sparus aurata	8.0	0.10217295322952245	13.259312796652212	0.16027856431929724	4.05239102713304
207	23920	ent	seafood	dichentrachus labrax	0.0	0.09836322506894656	61.13106897014177	0.041026547862742124	3.1940890307906415
208	23931	ent	seafood	dichentrachus labrax	5.0	-0.046248411935001794	31.716821418047363	0.0682713334886015	4.283595366421974
209	23932	ent	seafood	dichentrachus labrax	5.0	0.09836322506894656	61.13106897014177	0.041026547862742124	3.1940890307906415
210	23943	ent	seafood	dichentrachus labrax	10.0	-0.053170716323350506	12.620527352128986	0.212295111232191	3.1065472429792997
211	23944	ent	seafood	dichentrachus labrax	10.0	0.09079302309179323	0.0062466782743428205	0.16008508139555255	3.8672593260905277
212	23956	ent	seafood	dichentrachus labrax	15.0	-0.0305432179782477	2.6603357338958875	0.19003464018342486	3.8944174903070894
213	23957	ent	seafood	dichentrachus labrax	15.0	0.056152082343338586	4.892895514373551	0.23201566914772376	4.799235825430101
214	23767	ta	seafood	mullus barbatus	0.0	0.03638958078143299	12.426398683889012	0.06326527981033893	4.063548390875634
215	23768	ta	seafood	mullus barbatus	0.0	0.045085375238774705	13.478891486309346	0.07073201205652202	3.6658659195899146
216	23817	ta	seafood	mullus barbatus	4.0	0.33917161832147746	0.011638075294854935	0.0859248608266097	4.177075715108585
217	24004	sp	seafood	sparus aurata	15.0	0.07588629111194517	13.547697243876138	0.3171412898978126	5.659198281662733
218	23842	ta	seafood	mullus barbatus	10.0	0.29257614787943453	0.007833030344175968	0.12766451246336896	4.1650923259155475
219	23867	ta	seafood	mullus barbatus	15.0	0.26877499583969766	0.003726029163459465	0.2683822257235344	3.85818786538694
220	23892	ta	seafood	mullus barbatus	20.0	-0.013487476650298369	2.446419593478957	0.3750105386795451	3.832121251437572
221	23769	ps	seafood	mullus barbatus	0.0	0.13505913108747214	6.799241649717214	0.05557368721487501	4.283042155287263
222	23770	ps	seafood	mullus barbatus	0.0	0.08996217128073464	4.413997212784192	0.06114994435049473	3.7114808909685335
223	23818	ps	seafood	mullus barbatus	4.0	0.15867045213690706	0.012950320671359261	0.0772181651232456	4.259930024800305
224	23843	ps	seafood	mullus barbatus	10.0	0.2390526940349349	0.007690932537138498	0.13002324427774295	4.2178059879685375
225	23868	ps	seafood	mullus barbatus	15.0	0.07671944606751835	0.0038366723403597705	0.26064253376044844	3.7530593746703653
226	23893	ps	seafood	mullus barbatus	20.0	-0.008490888636427293	0.45557018085331413	0.45554839108486234	3.5734416587637927
227	23771	sp	seafood	mullus barbatus	0.0	0.05093241757363508	16.54112812123266	0.06729994096533704	4.939292369758762
228	23990	ent	seafood	sparus aurata	0.0	-0.08630139295722469	43.948735966725714	0.02665865564573166	2.9375288532544648
229	23772	sp	seafood	mullus barbatus	0.0	-0.026282768546366204	18.026182164681096	0.07311568124820877	4.8514292143745825
230	23819	sp	seafood	mullus barbatus	4.0	0.2356245605065892	0.009644434422512874	0.1036867436897817	5.00051038794064
